date,open,high,low,close,adj_close,volume
2018-12-31,85.25,85.7300033569336,83.91000366210938,85.16999816894531,82.42361450195312,1433400
2019-01-02,83.38999938964844,87.61000061035156,82.55999755859375,86.8499984741211,84.0494613647461,2478400
2019-01-03,85.0199966430664,85.80999755859375,82.87000274658203,83.58000183105469,80.88489532470703,2666200
2019-01-04,85.4000015258789,87.56999969482422,84.44999694824219,87.44999694824219,84.63009643554688,3011700
2019-01-07,87.16999816894531,90.05999755859375,87.01000213623047,89.76000213623047,86.86561584472656,2826100
2019-01-08,91.05999755859375,91.48999786376953,87.37000274658203,88.05000305175781,85.21076202392578,3172500
2019-01-09,88.80999755859375,90.55999755859375,88.13999938964844,88.83999633789062,85.97528076171875,2754500
2019-01-10,88.27999877929688,90.83999633789062,88.13999938964844,90.37000274658203,87.45594024658203,2291500
2019-01-11,90.12999725341797,92.04000091552734,89.1500015258789,90.91999816894531,87.98820495605469,2667300
2019-01-14,89.91000366210938,90.80999755859375,89.41000366210938,90.55999755859375,87.63981628417969,1570900
2019-01-15,91.18000030517578,92.51000213623047,90.86000061035156,91.20999908447266,88.26885986328125,1971800
2019-01-16,91.5,91.77999877929688,90.44999694824219,90.48999786376953,87.57206726074219,2085100
2019-01-17,91.3499984741211,92.72000122070312,89.76000213623047,92.23999786376953,89.26565551757812,2446100
2019-01-18,93.0999984741211,94.08999633789062,92.26000213623047,93.5199966430664,90.5043716430664,3477400
2019-01-22,92.7300033569336,92.87999725341797,89.51000213623047,90.44999694824219,87.5333480834961,2971500
2019-01-23,91.0,91.43000030517578,87.9800033569336,89.55000305175781,86.66238403320312,4098300
2019-01-24,98.0999984741211,107.6500015258789,96.80000305175781,106.05999755859375,102.64000701904297,19931600
2019-01-25,105.91999816894531,110.83999633789062,104.62000274658203,110.37000274658203,106.81103515625,8754100
2019-01-28,107.48999786376953,113.44000244140625,107.0199966430664,109.36000061035156,105.8335952758789,7988500
2019-01-29,110.0,111.52999877929688,109.12000274658203,109.38999938964844,105.86263275146484,3905300
2019-01-30,111.4800033569336,113.16999816894531,110.33999633789062,112.87999725341797,109.24009704589844,5057100
2019-01-31,112.66999816894531,113.2300033569336,111.11000061035156,111.94000244140625,108.33041381835938,3660000
2019-02-01,111.47000122070312,112.6500015258789,110.81999969482422,112.0199966430664,108.40782165527344,4524000
2019-02-04,111.6500015258789,112.4000015258789,109.79000091552734,110.19999694824219,106.6465072631836,5315000
2019-02-05,110.04000091552734,111.12999725341797,109.27999877929688,110.9800033569336,107.75337219238281,3437700
2019-02-06,111.66000366210938,115.69999694824219,111.4800033569336,114.2699966430664,110.94770812988281,5066400
2019-02-07,112.94000244140625,114.55000305175781,111.5999984741211,112.7300033569336,109.45249938964844,4973300
2019-02-08,111.4000015258789,114.04000091552734,111.31999969482422,113.69000244140625,110.38458251953125,2388100
2019-02-11,114.18000030517578,115.62999725341797,113.16000366210938,114.9000015258789,111.55939483642578,2677900
2019-02-12,116.55000305175781,118.94999694824219,115.5,118.19999694824219,114.76344299316406,4731600
2019-02-13,118.69999694824219,118.9000015258789,116.63999938964844,117.38999938964844,113.97700500488281,3758900
2019-02-14,116.73999786376953,118.44999694824219,116.55000305175781,117.5199966430664,114.10321807861328,2666100
2019-02-15,118.51000213623047,119.31999969482422,117.26000213623047,119.30999755859375,115.8411636352539,3019600
2019-02-19,119.68000030517578,120.5,118.70999908447266,118.95999908447266,115.50135040283203,3153000
2019-02-20,119.19000244140625,120.19999694824219,119.05999755859375,120.11000061035156,116.617919921875,1848800
2019-02-21,120.12000274658203,120.30000305175781,118.30999755859375,119.26000213623047,115.79263305664062,3614900
2019-02-22,120.5,123.6500015258789,120.29000091552734,122.75,119.18115997314453,4027400
2019-02-25,125.0,126.29000091552734,123.80999755859375,124.04000091552734,120.43367004394531,4261500
2019-02-26,125.0,125.01000213623047,121.51000213623047,122.77999877929688,119.21029663085938,3762100
2019-02-27,122.76000213623047,123.58000183105469,120.55999755859375,123.2699966430664,119.68604278564453,3580600
2019-02-28,123.55000305175781,125.83999633789062,123.48999786376953,125.30000305175781,121.65702819824219,3967900
2019-03-01,126.66000366210938,127.69999694824219,125.06999969482422,126.63999938964844,122.95805358886719,4202000
2019-03-04,127.02999877929688,127.26000213623047,119.86000061035156,122.80999755859375,119.23941802978516,6249200
2019-03-05,122.37999725341797,124.22000122070312,122.06999969482422,122.94999694824219,119.37533569335938,2395200
2019-03-06,123.05999755859375,123.55000305175781,120.94000244140625,121.36000061035156,117.83158874511719,2020600
2019-03-07,120.51000213623047,120.98999786376953,119.36000061035156,119.91000366210938,116.42373657226562,3678000
2019-03-08,117.81999969482422,118.97000122070312,116.56999969482422,118.62999725341797,115.18095397949219,4712000
2019-03-11,120.5,122.05999755859375,119.76000213623047,121.94000244140625,118.39470672607422,4118100
2019-03-12,122.5,123.25,121.16999816894531,122.38999938964844,118.83163452148438,2761400
2019-03-13,123.0,124.37000274658203,122.04000091552734,122.93000030517578,119.3559341430664,2778400
2019-03-14,123.19999694824219,123.86000061035156,122.05000305175781,122.4800033569336,118.91902923583984,2126900
2019-03-15,123.44000244140625,125.31999969482422,123.08000183105469,124.16999816894531,120.55987548828125,5504800
2019-03-18,124.22000122070312,125.91000366210938,124.22000122070312,125.27999877929688,121.6375961303711,3114600
2019-03-19,126.0999984741211,127.29000091552734,125.6500015258789,127.05999755859375,123.36585235595703,2674100
2019-03-20,126.13999938964844,127.80999755859375,125.7300033569336,126.30999755859375,122.63764953613281,2682900
2019-03-21,126.52999877929688,130.57000732421875,126.19000244140625,130.0500030517578,126.26892852783203,3839100
2019-03-22,129.80999755859375,129.9600067138672,126.20999908447266,126.88999938964844,123.2008056640625,3047900
2019-03-25,126.16999816894531,126.25,122.44999694824219,124.12999725341797,120.52103424072266,3914600
2019-03-26,125.6500015258789,127.12000274658203,125.37999725341797,126.62999725341797,122.94835662841797,2544300
2019-03-27,127.0,127.3499984741211,123.79000091552734,125.13999938964844,121.50167083740234,2101400
2019-03-28,125.91000366210938,128.07000732421875,125.5,126.56999969482422,122.89009857177734,2513600
2019-03-29,128.64999389648438,129.22000122070312,125.91000366210938,126.79000091552734,123.10370635986328,4083000
2019-04-01,128.8800048828125,129.97000122070312,128.3000030517578,129.72999572753906,125.9582290649414,3872700
2019-04-02,130.0,130.27000427246094,128.4199981689453,129.08999633789062,125.33683776855469,2668600
2019-04-03,130.11000061035156,130.64999389648438,127.5199966430664,128.57000732421875,124.83195495605469,3458700
2019-04-04,128.7100067138672,129.8300018310547,126.81999969482422,127.81999969482422,124.103759765625,2798500
2019-04-05,128.80999755859375,129.41000366210938,127.94999694824219,129.0800018310547,125.32714080810547,2003900
2019-04-08,129.07000732421875,130.00999450683594,127.3499984741211,129.89999389648438,126.123291015625,2128400
2019-04-09,129.3000030517578,130.14999389648438,127.66000366210938,128.92999267578125,125.18148040771484,2641300
2019-04-10,129.41000366210938,133.07000732421875,129.0399932861328,131.58999633789062,127.76412963867188,4153700
2019-04-11,131.41000366210938,132.50999450683594,130.6300048828125,132.07000732421875,128.23020935058594,1663400
2019-04-12,133.10000610351562,134.47999572753906,132.5,134.41000366210938,130.50216674804688,3030500
2019-04-15,134.41000366210938,135.3800048828125,133.4499969482422,134.05999755859375,130.16232299804688,2771500
2019-04-16,134.72999572753906,135.75,133.38999938964844,134.97999572753906,131.05560302734375,3051400
2019-04-17,136.0,137.22999572753906,134.66000366210938,135.82000732421875,131.87118530273438,2539500
2019-04-18,136.0,136.38999938964844,132.92999267578125,134.9499969482422,131.02642822265625,4030900
2019-04-22,135.0,135.69000244140625,133.3800048828125,134.44000244140625,130.53131103515625,1984400
2019-04-23,135.0,137.4600067138672,134.75,137.14999389648438,133.16249084472656,3455200
2019-04-24,137.4499969482422,141.60000610351562,136.80999755859375,139.72000122070312,135.65774536132812,8556400
2019-04-25,126.3499984741211,126.5999984741211,115.25,115.86000061035156,112.4914779663086,24053900
2019-04-26,115.5199966430664,119.30000305175781,110.30999755859375,118.93000030517578,115.47222900390625,14285600
2019-04-29,118.55000305175781,118.93000030517578,115.83999633789062,117.08000183105469,113.67601776123047,5266300
2019-04-30,117.12999725341797,120.41999816894531,117.0,120.13999938964844,116.64705657958984,4739400
2019-05-01,121.0,121.75,116.44000244140625,116.63999938964844,113.24881744384766,4833500
2019-05-02,116.63999938964844,119.58999633789062,116.3499984741211,118.9000015258789,115.44310760498047,3503200
2019-05-03,119.75,119.87999725341797,117.88999938964844,119.0199966430664,115.55960845947266,3255700
2019-05-06,115.0,118.87000274658203,113.69000244140625,118.80999755859375,115.35572052001953,3316800
2019-05-07,117.9000015258789,119.4000015258789,116.47000122070312,117.80999755859375,114.38478088378906,5390000
2019-05-08,117.80999755859375,119.30999755859375,116.70999908447266,117.69000244140625,114.2682876586914,3223200
2019-05-09,115.9800033569336,117.75,114.5999984741211,116.69999694824219,113.30706787109375,3565400
2019-05-10,116.44000244140625,119.12000274658203,115.12999725341797,116.91999816894531,113.52066040039062,3770400
2019-05-13,113.88999938964844,114.44999694824219,109.77999877929688,110.63999938964844,107.4232406616211,5779000
2019-05-14,112.04000091552734,113.94999694824219,111.55999755859375,113.18000030517578,109.88939666748047,3411700
2019-05-15,111.5199966430664,115.6500015258789,111.30999755859375,114.44999694824219,111.48694610595703,3902000
2019-05-16,109.98999786376953,110.5,104.79000091552734,106.12999725341797,103.38233947753906,13656500
2019-05-17,104.66000366210938,106.52999877929688,103.45999908447266,104.76000213623047,102.04780578613281,8374500
2019-05-20,100.98999786376953,101.95999908447266,97.68000030517578,101.02999877929688,98.41438293457031,10459300
2019-05-21,103.87000274658203,106.06999969482422,102.69000244140625,105.70999908447266,102.97321319580078,6375000
2019-05-22,104.0,105.77999877929688,103.75,104.69000244140625,101.9796371459961,3236500
2019-05-23,102.88999938964844,103.45999908447266,101.06999969482422,102.30000305175781,99.65150451660156,4388100
2019-05-24,103.37999725341797,104.9000015258789,100.97000122070312,101.20999908447266,98.5897216796875,3740300
2019-05-28,101.94999694824219,101.98999786376953,99.55999755859375,101.69999694824219,99.06703186035156,4789600
2019-05-29,101.19999694824219,104.0,101.0,103.6500015258789,100.96656036376953,4417700
2019-05-30,104.0199966430664,106.12000274658203,104.0,105.44999694824219,102.71994018554688,3342200
2019-05-31,103.98999786376953,106.01000213623047,102.23999786376953,102.30999755859375,99.66124725341797,4143300
2019-06-03,103.55000305175781,104.19999694824219,101.51000213623047,102.30000305175781,99.65150451660156,3182600
2019-06-04,103.55999755859375,107.01000213623047,103.04000091552734,106.9000015258789,104.13240051269531,4133200
2019-06-05,108.12999725341797,109.4000015258789,104.20999908447266,105.5999984741211,102.8660659790039,3021400
2019-06-06,105.20999908447266,106.1500015258789,103.83999633789062,106.01000213623047,103.26544952392578,2789300
2019-06-07,106.58000183105469,107.76000213623047,105.44000244140625,107.48999786376953,104.7071304321289,2548700
2019-06-10,109.0999984741211,112.18000030517578,109.0199966430664,110.87999725341797,108.00936126708984,3689600
2019-06-11,113.01000213623047,114.01000213623047,111.02999877929688,111.66999816894531,108.7789306640625,3571200
2019-06-12,110.7699966430664,110.9000015258789,107.86000061035156,107.94000244140625,105.1454849243164,2239600
2019-06-13,109.0,109.69000244140625,107.51000213623047,108.3499984741211,105.54486846923828,2606900
2019-06-14,104.5999984741211,106.33000183105469,103.62999725341797,105.41999816894531,102.69072723388672,3032800
2019-06-17,105.41000366210938,106.05999755859375,104.31999969482422,104.52999877929688,101.82377624511719,1910500
2019-06-18,105.88999938964844,112.16999816894531,104.94999694824219,111.77999877929688,108.88605499267578,5151100
2019-06-19,112.11000061035156,112.5,110.51000213623047,111.83999633789062,108.94450378417969,2631900
